letter_number,name,drainage,basin,junesucker_notes,coordinates,map_link,size_acres,max_depth_ft,elevation_ft,dwr_notes,fish_species,fishing_pressure,jed_notes,status,trip_reports,notes_needs_update,no_fish,lat,lng,coord_source,coord_status
GR-39,Marsh,Ashley Creek Drainage,,\N,\N,\N,12.6,21,10820,"This cirque lake is surrounded on three sides by steep, talus slopes. Elevation 10,820 feet, 12.6 acres, 21 feet maximum depth. Head 1 mile from Ashley Twins Reservoir in a westward direction into the cirque basin on the northwest side of Marsh Peak. There is no trail over this steep, timbered terrain and horses are not recommended. There is some spring water, but no campsites or horsefeed. Horse pasture and camping are available around Ashley Twins Reservoir. Brook trout inhabit this lake. Angling pressure is considered moderate.","Brookies, Goldens*, Rainbows*",Moderate,\N,\N,\N,0,0,40.7180084,-109.8211116,osm-name-drainage,seed_unverified
GR-4,Lost,Sheep/Carter Creek Drainages,,\N,\N,\N,3.2,7,10300,"This shallow pond is located just north of the trail between Spirit and Tamarack lakes. Approximately 0.3 miles past Lily Pad Lake (not stocked) turn north off the trail. Lost Lake is 0.1 miles down the slope. Total distance from Spirit Lake is 1.1 miles. The lake can also be reached by following the outlet of Tamarack Lake northeast 0.3 miles. Lost Lake is 3.2 acres, 10,300 feet in elevation with a maximum depth of only 7 feet. Good water exchange enables fish to survive the winter in Lost Lake despite the fairly shallow water. A handful of campsites are available at the lake. Horse feed is limited, however, and spring water is not available. Cutthroat trout are able to reproduce in Lost Lake so stocking has been discontinued for the time being. Fishing pressure is light.","Cutthroats, Tigers*",Low,\N,\N,\N,0,0,40.8397656,-110.0153593,osm-name-drainage,seed_unverified
GR-40,Hacking,Ashley Creek Drainage,,\N,\N,\N,7.4,15,10625,"This natural lake sits at the base of a rockslide adjacent to the east side of Leidy Peak. Elevation 10,625 feet, 7.4 acres, 15 feet maximum depth. From the Trout Creek Guard Station on the Red Cloud Loop Road, drive west 7¼ miles to the lake. Limited spring water and camping sites are available; there is no horsefeed. The lake contains brook and rainbow trout. Fishing pressure is generally heavy on weekends because of vehicle access. Please take a little extra litter with you when you leave.","Brookies*, Cutthroats, Rainbows, Tigers",\N,\N,\N,\N,0,0,40.7742386,-109.811705,osm-name,seed_unverified
GR-42,Goose #1,Ashley Creek Drainage,,\N,\N,\N,3.8,13,10240,"This small, oblong irrigation reservoir is surrounded by rock ridges, marshes and deadfall. Elevation 10,240 feet, 3.8 acres (maximum), 9 to 13 feet maximum depth. Access is ¼ mile north of Ashley Twins Reservoir via a good Forest Service trail to Goose #2. Follow its outlet 125 yards east to Goose #3, then turn south for 20 yards to the lake. Horse access is generally slow through the marshy terrain. No horsefeed, campsites or spring water exist. This lake has only a few trout and receives little angling or camping pressure.",\N,\N,\N,\N,\N,0,0,40.7313393,-109.7986565,osm-name,seed_unverified
GR-43,Goose #2,Ashley Creek Drainage,,\N,\N,\N,19.4,15,10252,"This lake has an earthen dam on the east end. Elevation 10,252 feet, 19.4 acres (maximum), 9-15 feet maximum depth. Access is ½ mile north of Ashley Twin Reservoir via a good Forest Service trail. Horse access is good. Only a few campsites and limited horsefeed exist on the west end. No spring water is available. A few cutthroat trout inhabit the lake. Little camping and fishing pressure occur because of the mucky shoreline caused by drawdown. An experimental cutthroat stocking program was initiated in 1980 and will need to be evaluated.","Brookies, Cutthroats*",Low,\N,\N,\N,0,0,40.7326549,-109.8032215,osm-name,seed_unverified
GR-45,Sandy,Ashley Creek Drainage,,\N,\N,\N,5.6,10,10500,"This natural lake sits in thick conifers. Elevation 10,500 feet, 5.6 acres, 10 feet maximum depth. Go northwest 2/3 of a mile from Ashley Twins Reservoir via the well-marked trail to the inlet of Goose Lake #2; turn due west and follow the trailless inlet ½ mile through thick timber to the lake. Horse access is difficult the last ½ mile. Some campsites are available on the west end, but there is no spring water or horsefeed. Slow-growing cutthroat inhabit the lake. This lake receives little fishing and camping pressure.",Cutthroats,Low,\N,\N,\N,0,0,40.7324252,-109.8186314,osm-name,seed_unverified
GR-46,Hooper,Ashley Creek Drainage,,\N,\N,\N,4.5,4,10305,"This shallow lake sits in an open, wet meadow and has a long, narrow inlet entering on the south end. Elevation 10,305 feet, 4.5 acres, 4 feet maximum depth. Access is 1¼ miles northwest from the Ashley Twins Reservoir via a well-marked Forest Service trail. Horse access is good. Some camping is available on the east shore and springs flow into the lake from the south. Plenty of horsefeed surrounds the lake. An abundant population of pan-size cutthroat trout inhabit Hooper. Horseflies are a real nuisance during midsummer. This accessible lake is a must for fly fishermen, who have only a day to spend in the high country but would like a nice creel of trout.",Cutthroats*,Moderate,\N,\N,\N,0,0,40.7384375,-109.8128785,osm-name,seed_unverified
GR-47,Mud,Ashley Creek Drainage,,\N,\N,\N,4.2,15,10582,"This pretty, irregular-shaped lake has a small riprap dam on the north and sits at the base of a steep, talus ridge that extends eastward from Marsh Peak. Elevation 10,582 feet, 4.2 acres, 11 to 15 feet maximum depth. A small peninsula extends into the lake from the south shore. There is no trail, but access is ½ mile south up a thick timbered, rocky ridge from Ashley Twins Reservoir. Horse access is difficult over this rugged terrain. This lake has marginal camping, little spring water, and no horsefeed. Mud Lake was experimentally stocked with cutthroat trout beginning in 1981. Angling and camping pressure are light.",Grayling*,\N,\N,\N,\N,0,0,40.7142869,-109.808116,osm-name-drainage,seed_unverified
GR-48,Little Blue,Ashley Creek Drainage,,\N,\N,\N,3.2,6,11215,"This natural cirque lake sits in windswept tundra above timberline in the far northwest corner of Lakeshore Basin. Elevation 11,215 feet, 3.2 acres, 6 feet maximum depth. Follow a well-marked Forest Service trail 5¼ miles to the end of Lakeshore Basin from Ashley Twins Reservoir. Horse access is easy over this grassy, rolling terrain. There are no campsites and horsefeed is limited; however, good springs exist around the lake. Better camping and abundant horsefeed are available ¼ mile to the southeast. This lake was fishless at the time of survey (1979) and is being stocked experimentally to assess its potential. Angling and camping pressure are very light.",Brookies,Low,\N,\N,\N,0,0,40.7629881,-109.8752021,osm-name,seed_unverified
GR-49,South Twin (Dry Fork),Ashley Creek Drainage,,\N,\N,\N,6.2,8,10300,"This natural lake is surrounded by marshy vegetation, wet meadows and scattered timber. Elevation 10,300 feet, 6.2 acres, 8 feet maximum depth. Follow the Forest Service trail from Paradise Park 6 miles northeast to the lake (South Twin is 150 yards south of North Twin). Horse access is easy. Horsefeed and campsites are abundant around the lake, but spring water is available only at North Twin. The fishery is composed of pan-size brook and cutthroat trout. Angling and camping pressure is heavy. Litter is a problem at this lake; please help haul it out!","Brookies*, Cutthroats*",High,\N,\N,\N,0,0,\N,\N,\N,\N
GR-5,Summit,Ashley Creek Drainage,,\N,\N,\N,9.9,7,10460,"This pretty, hourglass shaped lake sits at the bottom of a steep talus slope a short mile south of Spirit Lake. Easiest access is to travel due south of Spirit Lake until you hit a line of steep cliffs. Follow the base of the slope to Summit. The lake is 9.9 acres, 10,460 feet in elevation with a maximum depth of only 7 feet. Winterkill has been a problem in the past and, as of this writing, the lake does not support a fishery. Future plans call for the stocking of Arctic grayling on an experimental basis. Contact the Division of Wildlife Resources office in Vernal to inquire about the lake's status before you plan a trip. Even without a fishery, the lake is worth a visit.",Grayling,Low,\N,\N,\N,0,0,40.82451050889987,-110.00601768493654,manual,confirmed
GR-50,North Twin (Dry Fork),Ashley Creek Drainage,,\N,\N,\N,10.3,24,10305,"This natural lake is surrounded by large, open meadows and scattered timber. Elevation 10,305 feet, 10.3 acres, 24 feet maximum depth. Go northeast 6 miles on a Forest Service trail from Paradise Park Campground. The second and third miles crisscross logging roads, and the rock trail markers in this area are quite hard to follow until you cross Dry Fork Creek. Horse access is quite easy. Campsites, horse pasture and spring water are present. Abundant brook and cutthroat trout inhabit the lake. Angling pressure is quite heavy throughout the summer, yet fishing remains good for pan-size trout.","Brookies*, Cutthroats*, Tigers*",High,\N,\N,\N,0,0,\N,\N,\N,\N
GR-51,Red Belly,Ashley Creek Drainage,,\N,\N,\N,6.3,8,10540,"This natural lake is surrounded by seeps on the north shore and conifers on the south. Elevation 10,540 feet, 6.3 acres, 8 feet maximum depth. Follow the north inlet stream to North Twin Lake ½ mile, then turn north and follow the stream tributary ½ mile to the lake at the base of a rock ledge. Horse access is easy and there is camping and horsefeed near the lake. A few healthy cutthroat inhabit the lake. Fishing pressure is moderate, but there is considerable day use from people camped at North and South Twin Lakes (Dry Fork).",Cutthroats,Moderate,\N,\N,\N,0,0,40.7301997,-109.882909,osm-name,seed_unverified
GR-52,\N,Ashley Creek Drainage,,\N,\N,\N,2.1,4,10515,"This small, natural lake is surrounded by wet boggy meadows on the north and small, conifer-covered ridges on the south (see North Twin Lake access). Elevation 10,515 feet, 2.1 acres, 4 feet maximum depth. From North Twin Lake, follow the north inlet stream 1¼ miles into a meadow; turn east following a small tributary 125 yards up a rock ridge to the lake. GR-52 sits 600 yards east-southeast from Red Belly Lake. Camping and horsefeed are available in the area, and horse access is good though trailless. Only a few brook trout inhabit the lake and they reproduce naturally. Angling and camping pressure are moderate.",Brookies*,Moderate,\N,\N,\N,0,0,40.7279798,-109.8751293,osm-designation,seed_unverified
GR-57,Fish,Ashley Creek Drainage,\N,\N,\N,\N,17.5,40,10745,"This beautiful lake sits at the western base of Marsh Peak and is surrounded by scattered timber and steep, talus slopes (see access to North Twin Lake). Elevation 10,745 feet, 17.5 acres, 40 feet maximum depth. From North Twin Lake, follow a vague Forest Service trail along the east inlet stream toward Marsh Peak for 2¼ miles. The lake has good camping sites, spring water and limited horsefeed. Horse access is good except for a small rugged talus ridge ½ mile east of North Twin Lake. Cutthroat trout in Fish Lake are sustained completely through natural reproduction. This lake receives quite a few visitors, and fishing pressure is generally heavy. Litter and mosquitoes are a nuisance.",Cutthroats*,High,\N,\N,\N,0,0,40.7211059,-109.8515617,osm-name-drainage,seed_unverified
GR-59,Shaw,Ashley Creek Drainage,,\N,\N,\N,2.8,5,10700,"This natural lake is located in a large, wet meadow. Elevation 10,700 feet, 2.8 acres, 5 feet maximum depth. A lily pond sits 100 yards due west of Shaw in the same meadow (see North Twin Lake access). From North Twin Lake, follow the east inlet stream along a vague Forest Service trail toward Marsh Peak for 1¼ miles to the second large meadow. Campsites, water and horsefeed are available around the lake. Horse access is good. A very small population of little cutthroat trout inhabit the lake. Though ideal for fly-fishing, this lake receives little fishing pressure.",Cutthroats*,Low,\N,\N,\N,0,0,\N,\N,\N,\N
GR-6,Dagget,Sheep/Carter Creek Drainages,,\N,\N,\N,42.6,29,10462,"Located only 2.6 miles southeast of Spirit Lake via a good trail, Daggett Lake is one of the more accessible and popular lakes in the Sheep Creek drainage. It is 42.6 acres, 10,462 feet in elevation with a maximum depth of 29 feet. Campsites are scattered around the lake. Spring water, although present, is not abundant. Horse feed can be found in a narrow meadow north of the lake or along the outlet below the dam. Daggett Lake is noted for hordes of mosquitoes that can quickly turn a pleasant hike into a real ordeal. Come prepared with lots of insect repellant. Fishing pressure is heavy for stocked rainbow trout. An occasional cutthroat can also be taken.","Cutthroats, Grayling, Rainbows*, Tigers*",High,\N,\N,\N,0,0,\N,\N,\N,\N
